src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,fwd_iat_min,tot_fwd_pkts,fwd_seg_size_min,target,
192.168.40.20,192.168.1.129,1883,30102,6,0,0,1,20,0,
192.168.40.20,192.168.1.65,1883,24975,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,47829,6,0,0,1,20,0,
192.168.40.20,192.168.1.74,1883,47829,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,35570,6,0,0,1,20,0,
192.168.40.20,192.168.1.108,1883,35570,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,15592,6,0,0,1,20,0,
192.168.40.20,192.168.1.91,1883,15592,6,0,0,1,20,0,
192.168.40.20,192.168.1.210,1883,21547,6,0,0,1,20,0,
192.168.40.20,192.168.1.174,1883,46983,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,4624,6,0,0,1,20,0,
192.168.40.20,192.168.1.171,1883,4624,6,0,0,1,20,0,
192.168.40.20,192.168.1.133,1883,7954,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,64989,6,0,0,1,20,0,
192.168.40.20,192.168.1.129,1883,64989,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,15740,6,0,0,1,20,0,
192.168.40.20,192.168.1.106,1883,15740,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,55904,6,0,0,1,20,0,
192.168.40.20,192.168.1.15,1883,55904,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,33443,6,0,0,1,20,0,
192.168.40.20,192.168.1.152,1883,33443,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,56300,6,0,0,1,20,0,
192.168.40.20,192.168.1.107,1883,56300,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,5328,6,0,0,1,20,0,
192.168.40.20,192.168.1.157,1883,5328,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,64979,6,0,0,1,20,0,
192.168.40.20,192.168.1.215,1883,64979,6,0,0,1,20,0,
192.168.40.20,192.168.1.130,1883,37113,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,33175,6,0,0,1,20,0,
192.168.40.20,192.168.1.67,1883,33175,6,0,0,1,20,0,
192.168.40.20,192.168.1.236,1883,37842,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,34835,6,0,0,1,20,0,
192.168.40.20,192.168.1.1,1883,34835,6,0,0,1,20,0,
192.168.40.20,192.168.1.195,1883,55629,6,0,0,1,20,0,
192.168.40.20,192.168.1.78,1883,25275,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,9113,6,0,0,1,20,0,
192.168.40.20,192.168.1.253,1883,9113,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,57971,6,0,0,1,20,0,
192.168.40.20,192.168.1.65,1883,57971,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,6573,6,0,0,1,20,0,
192.168.40.20,192.168.1.67,1883,6573,6,0,0,1,20,0,
192.168.40.20,192.168.1.210,1883,12375,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,1157,6,0,0,1,20,0,
192.168.40.20,192.168.1.205,1883,1157,6,0,0,1,20,0,
192.168.1.195,192.168.40.20,24678,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,61146,1883,6,0,0,1,20,0,
192.168.1.47,192.168.40.20,55986,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,55986,1883,6,0,0,1,20,0,
192.168.1.224,192.168.40.20,24307,1883,6,0,0,1,20,0,
192.168.1.211,192.168.40.20,20301,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,20301,1883,6,0,0,1,20,0,
192.168.1.55,192.168.40.20,53599,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,53599,1883,6,0,0,1,20,0,
192.168.1.114,192.168.40.20,19282,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,19282,1883,6,0,0,1,20,0,
192.168.1.34,192.168.40.20,4011,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,4011,1883,6,0,0,1,20,0,
192.168.1.44,192.168.40.20,35232,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,35232,1883,6,0,0,1,20,0,
192.168.1.235,192.168.40.20,22232,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,22232,1883,6,0,0,1,20,0,
192.168.1.68,192.168.40.20,41632,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,41632,1883,6,0,0,1,20,0,
192.168.1.119,192.168.40.20,32454,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,32454,1883,6,0,0,1,20,0,
192.168.1.127,192.168.40.20,53460,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,53460,1883,6,0,0,1,20,0,
192.168.1.134,192.168.40.20,54309,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,54309,1883,6,0,0,1,20,0,
192.168.1.168,192.168.40.20,37327,1883,6,0,0,1,20,0,
192.168.1.8,192.168.40.20,31293,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,31293,1883,6,0,0,1,20,0,
192.168.1.249,192.168.40.20,57020,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,57020,1883,6,0,0,1,20,0,
192.168.1.110,192.168.40.20,58369,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,58369,1883,6,0,0,1,20,0,
192.168.1.125,192.168.40.20,38372,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,38372,1883,6,0,0,1,20,0,
192.168.1.147,192.168.40.20,36301,1883,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,7984,6,0,0,1,20,0,
192.168.40.20,192.168.1.235,1883,7984,6,0,0,1,20,0,
192.168.1.105,192.168.40.20,9394,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,9394,1883,6,0,0,1,20,0,
192.168.1.11,192.168.40.20,36635,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,36635,1883,6,0,0,1,20,0,
192.168.1.188,192.168.40.20,2366,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,2366,1883,6,0,0,1,20,0,
192.168.1.181,192.168.40.20,36251,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,36251,1883,6,0,0,1,20,0,
192.168.1.144,192.168.40.20,61751,1883,6,0,0,1,20,0,
192.168.1.191,192.168.40.20,41972,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,41972,1883,6,0,0,1,20,0,
192.168.1.9,192.168.40.20,53725,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,53725,1883,6,0,0,1,20,0,
192.168.1.228,192.168.40.20,59150,1883,6,0,0,1,20,0,
192.168.1.18,192.168.40.20,7183,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,7183,1883,6,0,0,1,20,0,
192.168.1.206,192.168.40.20,58353,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,58353,1883,6,0,0,1,20,0,
192.168.1.177,192.168.40.20,55350,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,55350,1883,6,0,0,1,20,0,
192.168.1.127,192.168.40.20,14083,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,14083,1883,6,0,0,1,20,0,
192.168.1.148,192.168.40.20,4536,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,4536,1883,6,0,0,1,20,0,
192.168.1.21,192.168.40.20,34099,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,34099,1883,6,0,0,1,20,0,
192.168.1.127,192.168.40.20,40740,1883,6,0,0,1,20,0,
192.168.1.177,192.168.40.20,53706,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,53706,1883,6,0,0,1,20,0,
192.168.1.66,192.168.40.20,29655,1883,6,58883.19016,0,1,20,0,
192.168.1.183,192.168.40.20,63543,1883,6,0,0,1,20,0,
192.168.1.80,192.168.40.20,41097,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,41097,1883,6,0,0,1,20,0,
192.168.1.87,192.168.40.20,46319,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,46319,1883,6,0,0,1,20,0,
192.168.1.47,192.168.40.20,60653,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,60653,1883,6,0,0,1,20,0,
192.168.1.47,192.168.40.20,27023,1883,6,0,0,1,20,0,
192.168.1.139,192.168.40.20,14195,1883,6,0,0,1,20,0,
192.168.1.127,192.168.40.20,38719,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,38719,1883,6,0,0,1,20,0,
192.168.1.92,192.168.40.20,50011,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,50011,1883,6,0,0,1,20,0,
192.168.1.186,192.168.40.20,19993,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,19993,1883,6,0,0,1,20,0,
192.168.1.181,192.168.40.20,33302,1883,6,0,0,1,20,0,
192.168.1.30,192.168.40.20,35050,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,35050,1883,6,0,0,1,20,0,
192.168.1.167,192.168.40.20,37074,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,37074,1883,6,0,0,1,20,0,
192.168.1.64,192.168.40.20,7761,1883,6,34147.26257,0,1,20,0,
192.168.40.20,192.168.40.215,7761,1883,6,33977.27013,0,1,20,0,
192.168.1.250,192.168.40.20,22536,1883,6,34183.26378,0,1,20,0,
192.168.40.20,192.168.40.215,22536,1883,6,33956.52771,0,1,20,0,
192.168.1.212,192.168.40.20,52355,1883,6,34021.61598,0,1,20,0,
192.168.40.20,192.168.40.215,52355,1883,6,33906.69823,0,1,20,0,
192.168.1.214,192.168.40.20,29979,1883,6,46826.36261,0,1,20,0,
192.168.40.20,192.168.40.215,29979,1883,6,46664.71481,0,1,20,0,
192.168.1.170,192.168.40.20,63649,1883,6,46844.95926,0,1,20,0,
192.168.40.20,192.168.40.215,63649,1883,6,46647.07184,0,1,20,0,
192.168.1.195,192.168.40.20,5593,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,5593,1883,6,0,0,1,20,0,
192.168.1.151,192.168.40.20,28317,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,28317,1883,6,0,0,1,20,0,
192.168.1.202,192.168.40.20,55993,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,55993,1883,6,0,0,1,20,0,
192.168.1.122,192.168.40.20,54006,1883,6,45630.45502,0,1,20,0,
192.168.40.20,192.168.40.215,54006,1883,6,45529.60396,0,1,20,0,
192.168.1.33,192.168.40.20,11681,1883,6,45724.86877,0,1,20,0,
192.168.40.20,192.168.40.215,11681,1883,6,45477.62871,0,1,20,0,
192.168.1.251,192.168.40.20,204,1883,6,45743.22701,0,1,20,0,
192.168.40.20,192.168.40.215,204,1883,6,45454.50211,0,1,20,0,
192.168.40.20,192.168.1.245,1883,15122,6,0,0,1,20,0,
192.168.40.20,192.168.1.178,1883,47684,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,52770,6,0,0,1,20,0,
192.168.40.20,192.168.1.150,1883,52770,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,61264,6,0,0,1,20,0,
192.168.40.20,192.168.1.11,1883,61264,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,63626,6,0,0,1,20,0,
192.168.40.20,192.168.1.201,1883,63626,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,9747,6,0,0,1,20,0,
192.168.40.20,192.168.1.36,1883,9747,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,20869,6,0,0,1,20,0,
192.168.40.20,192.168.1.252,1883,20869,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,38177,6,0,0,1,20,0,
192.168.40.20,192.168.1.12,1883,38177,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,313,6,0,0,1,20,0,
192.168.40.20,192.168.1.88,1883,313,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,23996,6,0,0,1,20,0,
192.168.40.20,192.168.1.69,1883,23996,6,0,0,1,20,0,
192.168.40.20,192.168.1.234,1883,57335,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,53066,6,0,0,1,20,0,
192.168.40.20,192.168.1.137,1883,53066,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,8388,6,0,0,1,20,0,
192.168.40.20,192.168.1.195,1883,8388,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,34890,6,0,0,1,20,0,
192.168.40.20,192.168.1.226,1883,34890,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,65409,6,0,0,1,20,0,
192.168.40.20,192.168.1.192,1883,65409,6,0,0,1,20,0,
192.168.40.20,192.168.1.61,1883,51332,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,45110,6,0,0,1,20,0,
192.168.40.20,192.168.1.67,1883,45110,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,59294,6,0,0,1,20,0,
192.168.40.20,192.168.1.209,1883,59294,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,2112,6,0,0,1,20,0,
192.168.40.20,192.168.1.65,1883,2112,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,38962,6,0,0,1,20,0,
192.168.40.20,192.168.1.200,1883,38962,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,64750,6,0,0,1,20,0,
192.168.40.20,192.168.1.217,1883,64750,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,29655,6,0,0,1,20,0,
192.168.1.148,192.168.40.20,35281,1883,6,27108.66928,0,1,20,0,
192.168.40.20,192.168.40.215,35281,1883,6,26968.95599,0,1,20,0,
192.168.1.99,192.168.40.20,8031,1883,6,39505.48172,0,1,20,0,
192.168.40.20,192.168.40.215,8031,1883,6,39218.18733,0,1,20,0,
192.168.1.117,192.168.40.20,36657,1883,6,39522.40944,0,1,20,0,
192.168.40.20,192.168.40.215,36657,1883,6,39195.77599,0,1,20,0,
192.168.1.36,192.168.40.20,48793,1883,6,38260.69832,0,1,20,0,
192.168.40.20,192.168.40.215,48793,1883,6,38040.16113,0,1,20,0,
192.168.1.124,192.168.40.20,65524,1883,6,38278.34129,0,1,20,0,
192.168.40.20,192.168.40.215,65524,1883,6,38013.45825,0,1,20,0,
192.168.1.37,192.168.40.20,45037,1883,6,38388.96751,0,1,20,0,
192.168.40.20,192.168.40.215,45037,1883,6,38311.95831,0,1,20,0,
192.168.1.82,192.168.40.20,61694,1883,6,38405.89523,0,1,20,0,
192.168.40.20,192.168.40.215,61694,1883,6,38290.26222,0,1,20,0,
192.168.1.169,192.168.40.20,26127,1883,6,38423.29979,0,1,20,0,
192.168.1.246,192.168.40.20,35145,1883,6,34595.72792,0,1,20,0,
192.168.40.20,192.168.40.215,35145,1883,6,34468.88924,0,1,20,0,
192.168.1.177,192.168.40.20,60532,1883,6,36256.07491,0,1,20,0,
192.168.40.20,192.168.40.215,60532,1883,6,36104.91753,0,1,20,0,
192.168.40.215,192.168.40.20,1883,42272,6,0,0,1,20,0,
192.168.40.20,192.168.1.210,1883,42272,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,42936,6,0,0,1,20,0,
192.168.40.20,192.168.1.32,1883,42936,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,36129,6,0,0,1,20,0,
192.168.40.20,192.168.1.34,1883,36129,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,43233,6,0,0,1,20,0,
192.168.40.20,192.168.1.211,1883,43233,6,0,0,1,20,0,
192.168.1.175,192.168.40.20,57876,1883,6,23496.62781,0,1,20,0,
192.168.40.20,192.168.40.215,57876,1883,6,23332.59583,0,1,20,0,
192.168.1.108,192.168.40.20,53546,1883,6,23513.79395,0,1,20,0,
192.168.40.20,192.168.40.215,53546,1883,6,23284.19685,0,1,20,0,
192.168.1.232,192.168.40.20,42258,1883,6,23186.68365,0,1,20,0,
192.168.40.20,192.168.40.215,42258,1883,6,22998.80981,0,1,20,0,
192.168.1.87,192.168.40.20,20948,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,20948,1883,6,0,0,1,20,0,
192.168.40.20,192.168.1.210,1883,28360,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,55730,1883,6,253949.6422,0,1,20,0,
192.168.40.20,192.168.40.215,52634,1883,6,252716.3029,0,1,20,0,
192.168.1.48,192.168.40.20,17454,1883,6,244318.9621,0,1,20,0,
192.168.40.20,192.168.40.215,17454,1883,6,244218.3495,0,1,20,0,
192.168.1.170,192.168.40.20,51391,1883,6,244334.6977,0,1,20,0,
192.168.1.121,192.168.40.20,64294,1883,6,233468.0557,0,1,20,0,
192.168.40.20,192.168.40.215,64294,1883,6,233310.9379,0,1,20,0,
192.168.1.7,192.168.40.20,19899,1883,6,233507.3948,0,1,20,0,
192.168.40.20,192.168.40.215,19899,1883,6,233262.3005,0,1,20,0,
192.168.1.243,192.168.40.20,10550,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,10550,1883,6,0,0,1,20,0,
192.168.1.211,192.168.40.20,45442,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,45442,1883,6,0,0,1,20,0,
192.168.1.218,192.168.40.20,11059,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,11059,1883,6,0,0,1,20,0,
192.168.1.88,192.168.40.20,57131,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,57131,1883,6,0,0,1,20,0,
192.168.1.31,192.168.40.20,58335,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,58335,1883,6,0,0,1,20,0,
192.168.1.43,192.168.40.20,18379,1883,6,0,0,1,20,0,
192.168.40.20,192.168.40.215,18379,1883,6,0,0,1,20,0,
192.168.40.20,192.168.1.220,1883,55730,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,65289,6,0,0,1,20,0,
192.168.40.20,192.168.1.159,1883,65289,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,64038,6,0,0,1,20,0,
192.168.40.20,192.168.1.91,1883,64038,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,35508,6,0,0,1,20,0,
192.168.40.20,192.168.1.221,1883,35508,6,0,0,1,20,0,
192.168.1.241,192.168.40.20,42898,1883,6,44888.73482,0,1,20,0,
192.168.40.20,192.168.40.215,42898,1883,6,44570.2076,0,1,20,0,
192.168.1.186,192.168.40.20,32347,1883,6,44909.0004,0,1,20,0,
192.168.40.20,192.168.40.215,32347,1883,6,44551.61095,0,1,20,0,
192.168.40.215,192.168.40.20,1883,14887,6,0,0,1,20,0,
192.168.40.20,192.168.1.154,1883,14887,6,0,0,1,20,0,
192.168.40.20,192.168.1.14,1883,52634,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,15982,6,0,0,1,20,0,
192.168.40.20,192.168.1.77,1883,15982,6,0,0,1,20,0,
192.168.40.215,192.168.40.20,1883,39685,6,0,0,1,20,0,
192.168.40.20,192.168.1.21,1883,39685,6,0,0,1,20,0,
192.168.1.33,192.168.40.20,51342,1883,6,58108.09135,0,1,20,0,
192.168.40.20,192.168.40.215,51342,1883,6,57911.87286,0,1,20,0,
192.168.1.39,192.168.40.20,6753,1883,6,57901.14403,0,1,20,0,
192.168.40.20,192.168.40.215,6753,1883,6,57774.30534,0,1,20,1,
192.168.1.131,192.168.40.20,20890,1883,6,57918.31017,0,1,20,1,
192.168.40.20,192.168.40.215,20890,1883,6,57754.75502,0,1,20,1,
192.168.1.50,192.168.40.20,45155,1883,6,57937.38365,0,1,20,1,
192.168.1.76,192.168.40.20,55290,1883,6,57954.07295,0,1,20,1,
192.168.40.20,192.168.40.215,55290,1883,6,57713.03177,0,1,20,1,
192.168.1.105,192.168.40.20,54688,1883,6,49300.67062,0,1,20,1,
192.168.40.20,192.168.40.215,54688,1883,6,49020.05196,0,1,20,1,
192.168.1.200,192.168.40.20,43132,1883,6,49315.92941,0,1,20,1,
192.168.40.20,192.168.40.215,43132,1883,6,48966.40778,0,1,20,1,
192.168.1.158,192.168.40.20,12336,1883,6,49349.54643,0,1,20,1,
192.168.40.20,192.168.40.215,12336,1883,6,49179.7924,0,1,20,1,
192.168.1.170,192.168.40.20,28606,1883,6,49366.23573,0,1,20,1,
192.168.40.20,192.168.40.215,28606,1883,6,49156.18896,0,1,20,1,
192.168.1.253,192.168.40.20,26026,1883,6,49382.92503,0,1,20,1,
192.168.1.135,192.168.40.20,41405,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,41405,1883,6,0,0,1,20,1,
192.168.1.35,192.168.40.20,51750,1883,6,0,0,1,20,1,
192.168.1.78,192.168.40.20,26647,1883,6,48993.11066,0,1,20,1,
192.168.1.120,192.168.40.20,40841,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,40841,1883,6,0,0,1,20,1,
192.168.1.69,192.168.40.20,32330,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,32330,1883,6,0,0,1,20,1,
192.168.1.190,192.168.40.20,4509,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,4509,1883,6,0,0,1,20,1,
192.168.1.252,192.168.40.20,61174,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,61174,1883,6,0,0,1,20,1,
192.168.1.161,192.168.40.20,6883,1883,6,0,0,1,20,1,
192.168.1.224,192.168.40.20,11327,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,11327,1883,6,0,0,1,20,1,
192.168.1.39,192.168.40.20,31589,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,31589,1883,6,0,0,1,20,1,
192.168.1.111,192.168.40.20,22584,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,22584,1883,6,0,0,1,20,1,
192.168.1.58,192.168.40.20,17419,1883,6,0,0,1,20,1,
192.168.1.42,192.168.40.20,20018,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,20018,1883,6,0,0,1,20,1,
192.168.1.8,192.168.40.20,46348,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,46348,1883,6,0,0,1,20,1,
192.168.1.183,192.168.40.20,50724,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,50724,1883,6,0,0,1,20,1,
192.168.1.235,192.168.40.20,21347,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,21347,1883,6,0,0,1,20,1,
192.168.1.30,192.168.40.20,33031,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,33031,1883,6,0,0,1,20,1,
192.168.1.79,192.168.40.20,61913,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,61913,1883,6,0,0,1,20,1,
192.168.1.142,192.168.40.20,49397,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,49397,1883,6,0,0,1,20,1,
192.168.1.232,192.168.40.20,54503,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,54503,1883,6,0,0,1,20,1,
192.168.1.247,192.168.40.20,2152,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,2152,1883,6,0,0,1,20,1,
192.168.1.189,192.168.40.20,40423,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,40423,1883,6,0,0,1,20,1,
192.168.1.44,192.168.40.20,61625,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,61625,1883,6,0,0,1,20,1,
192.168.1.18,192.168.40.20,31800,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,31800,1883,6,0,0,1,20,1,
192.168.1.210,192.168.40.20,52648,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,52648,1883,6,0,0,1,20,1,
192.168.1.207,192.168.40.20,46798,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,46798,1883,6,0,0,1,20,1,
192.168.1.78,192.168.40.20,26651,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,26651,1883,6,0,0,1,20,1,
192.168.40.20,192.168.1.204,1883,59340,6,0,0,1,20,1,
192.168.1.184,192.168.40.20,44314,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,44314,1883,6,0,0,1,20,1,
192.168.1.175,192.168.40.20,3130,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,3130,1883,6,0,0,1,20,1,
192.168.1.141,192.168.40.20,55860,1883,6,0,0,1,20,1,
192.168.40.215,192.168.40.20,1883,49619,6,0,0,1,20,1,
192.168.40.20,192.168.1.206,1883,49619,6,0,0,1,20,1,
192.168.40.215,192.168.40.20,1883,26647,6,0,0,1,20,1,
192.168.40.215,192.168.40.20,1883,64922,6,0,0,1,20,1,
192.168.40.20,192.168.1.40,1883,64922,6,0,0,1,20,1,
192.168.40.215,192.168.40.20,1883,25803,6,0,0,1,20,1,
192.168.40.20,192.168.1.43,1883,25803,6,0,0,1,20,1,
192.168.40.20,192.168.1.190,1883,54176,6,0,0,1,20,1,
192.168.40.215,192.168.40.20,1883,24434,6,0,0,1,20,1,
192.168.40.20,192.168.1.119,1883,24434,6,0,0,1,20,1,
192.168.40.215,192.168.40.20,1883,16151,6,0,0,1,20,1,
192.168.40.20,192.168.1.79,1883,16151,6,0,0,1,20,1,
192.168.40.215,192.168.40.20,1883,1315,6,0,0,1,20,1,
192.168.40.20,192.168.1.133,1883,1315,6,0,0,1,20,1,
192.168.1.156,192.168.40.20,16951,1883,6,27173.75755,0,1,20,1,
192.168.40.20,192.168.40.215,16951,1883,6,26966.33339,0,1,20,1,
192.168.1.92,192.168.40.20,47894,1883,6,27184.00955,0,1,20,1,
192.168.40.20,192.168.40.215,47894,1883,6,26917.93442,0,1,20,1,
192.168.1.147,192.168.40.20,945,1883,6,27195.45364,0,1,20,1,
192.168.40.20,192.168.40.215,945,1883,6,26895.28465,0,1,20,1,
192.168.1.187,192.168.40.20,34093,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,34093,1883,6,0,0,1,20,1,
192.168.1.207,192.168.40.20,58103,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,58103,1883,6,0,0,1,20,1,
192.168.1.152,192.168.40.20,42477,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,42477,1883,6,0,0,1,20,1,
192.168.1.93,192.168.40.20,64372,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,64372,1883,6,0,0,1,20,1,
192.168.1.208,192.168.40.20,63531,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,63531,1883,6,0,0,1,20,1,
192.168.1.36,192.168.40.20,63821,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,63821,1883,6,0,0,1,20,1,
192.168.1.53,192.168.40.20,40139,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,40139,1883,6,0,0,1,20,1,
192.168.1.13,192.168.40.20,1272,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,1272,1883,6,0,0,1,20,1,
192.168.1.61,192.168.40.20,43320,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,43320,1883,6,0,0,1,20,1,
192.168.1.209,192.168.40.20,39988,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,39988,1883,6,0,0,1,20,1,
192.168.1.131,192.168.40.20,24706,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,24706,1883,6,0,0,1,20,1,
192.168.1.61,192.168.40.20,5884,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,5884,1883,6,0,0,1,20,1,
192.168.1.120,192.168.40.20,15971,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,15971,1883,6,0,0,1,20,1,
192.168.1.178,192.168.40.20,20459,1883,6,0,0,1,20,1,
192.168.40.20,192.168.40.215,20459,1883,6,0,0,1,20,1,
